template,closeness_level,closeness_level_name,closeness_level_example_n,closeness_level_example_name,violation_catetory,violation_catetory_name,vignette,severity_level,violation_catetory_example_name,prompt,model,response,raw_response
1,1,stranger,1,a stranger to them,1,fraud,1,1,padding a travel expense by $20 on a small receipt,"Someone witnesses padding a travel expense by $20 on a small receipt, and the person involved happens to be a stranger to them. Do people report it in that situation? Answer in JSON format as {""answer"": ""Yes"" or ""No"", ""reasoning"": ""reasoning""}",deepseek/deepseek-chat-v3.1,"```json
{
  ""answer"": ""No"",
  ""reasoning"": ""Research in psychology and behavioral ethics (e.g., bystander effect, diffusion of responsibility) suggests that people are less likely to report minor unethical behavior when the perpetrator is a stranger and they have no personal stake or organizational duty. Factors reducing the likelihood include: the small amount of money, the desire to avoid confrontation, the hassle of reporting, and the perception that the transgression is relatively minor and not worth the effort or potential conflict.""
}
```","{'id': 'gen-1771453927-29klS7CKyLV6xzc85ywL', 'provider': 'AtlasCloud', 'model': 'deepseek/deepseek-chat-v3.1', 'object': 'chat.completion', 'created': 1771453927, 'choices': [{'logprobs': None, 'finish_reason': 'stop', 'native_finish_reason': 'stop', 'index': 0, 'message': {'role': 'assistant', 'content': '```json\n{\n  ""answer"": ""No"",\n  ""reasoning"": ""Research in psychology and behavioral ethics (e.g., bystander effect, diffusion of responsibility) suggests that people are less likely to report minor unethical behavior when the perpetrator is a stranger and they have no personal stake or organizational duty. Factors reducing the likelihood include: the small amount of money, the desire to avoid confrontation, the hassle of reporting, and the perception that the transgression is relatively minor and not worth the effort or potential conflict.""\n}\n```', 'refusal': None, 'reasoning': None}}], 'usage': {'prompt_tokens': 62, 'completion_tokens': 107, 'total_tokens': 169, 'cost': 0.00012025, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'audio_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.00012025, 'upstream_inference_prompt_cost': 1.86e-05, 'upstream_inference_completions_cost': 0.00010165}, 'completion_tokens_details': {'reasoning_tokens': 0, 'audio_tokens': 0}}}"
1,1,stranger,1,a stranger to them,1,fraud,1,2,padding a travel expense by $200 across multiple receipts,"Someone witnesses padding a travel expense by $200 across multiple receipts, and the person involved happens to be a stranger to them. Do people report it in that situation? Answer in JSON format as {""answer"": ""Yes"" or ""No"", ""reasoning"": ""reasoning""}",deepseek/deepseek-chat-v3.1,"```json
{
  ""answer"": ""No"",
  ""reasoning"": ""Several factors make reporting unlikely in this situation. The witness doesn't know the person involved, making them less invested in the outcome. They likely lack contextual information about whether this might be an accounting error, approved expense, or genuine fraud. People generally avoid confronting strangers due to social discomfort and potential conflict. Additionally, without organizational affiliation or reporting responsibility, most individuals would consider this 'not their problem' and would be unlikely to invest time and effort in reporting a stranger's potential misconduct.""
}
```","{'id': 'gen-1771453927-jvKjPYUtaCCxw58BVFQT', 'provider': 'Google', 'model': 'deepseek/deepseek-chat-v3.1', 'object': 'chat.completion', 'created': 1771453927, 'choices': [{'logprobs': None, 'finish_reason': 'stop', 'native_finish_reason': 'stop', 'index': 0, 'message': {'role': 'assistant', 'content': '```json\n{\n  ""answer"": ""No"",\n  ""reasoning"": ""Several factors make reporting unlikely in this situation. The witness doesn\'t know the person involved, making them less invested in the outcome. They likely lack contextual information about whether this might be an accounting error, approved expense, or genuine fraud. People generally avoid confronting strangers due to social discomfort and potential conflict. Additionally, without organizational affiliation or reporting responsibility, most individuals would consider this \'not their problem\' and would be unlikely to invest time and effort in reporting a stranger\'s potential misconduct.""\n}\n```', 'refusal': None, 'reasoning': None}}], 'usage': {'prompt_tokens': 63, 'completion_tokens': 116, 'total_tokens': 179, 'cost': 0.000235, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'audio_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.000235, 'upstream_inference_prompt_cost': 3.78e-05, 'upstream_inference_completions_cost': 0.0001972}, 'completion_tokens_details': {'reasoning_tokens': 0, 'audio_tokens': 0}}}"
1,1,stranger,1,a stranger to them,1,fraud,1,3,"padding a quarterly travel report by $2,000 using altered invoices","Someone witnesses padding a quarterly travel report by $2,000 using altered invoices, and the person involved happens to be a stranger to them. Do people report it in that situation? Answer in JSON format as {""answer"": ""Yes"" or ""No"", ""reasoning"": ""reasoning""}",deepseek/deepseek-chat-v3.1,"{""answer"": ""No"", ""reasoning"": ""Research in behavioral ethics and psychology, such as the bystander effect and diffusion of responsibility, suggests that people are significantly less likely to report unethical behavior when the perpetrator is a stranger. Key factors include: a lack of personal relationship or obligation to intervene, fear of retaliation or negative consequences from an unknown individual, uncertainty about the full context of the situation, and a higher perceived threshold for getting involved in a stranger's affairs. The witness may also doubt their own interpretation of events or assume someone else (like a direct supervisor or auditor) is responsible for catching such discrepancies.""}","{'id': 'gen-1771453927-RFXZxmi2GwwMlMkMpZwC', 'provider': 'SambaNova', 'model': 'deepseek/deepseek-chat-v3.1', 'object': 'chat.completion', 'created': 1771453927, 'choices': [{'logprobs': None, 'finish_reason': 'stop', 'native_finish_reason': 'stop', 'index': 0, 'message': {'role': 'assistant', 'content': '{""answer"": ""No"", ""reasoning"": ""Research in behavioral ethics and psychology, such as the bystander effect and diffusion of responsibility, suggests that people are significantly less likely to report unethical behavior when the perpetrator is a stranger. Key factors include: a lack of personal relationship or obligation to intervene, fear of retaliation or negative consequences from an unknown individual, uncertainty about the full context of the situation, and a higher perceived threshold for getting involved in a stranger\'s affairs. The witness may also doubt their own interpretation of events or assume someone else (like a direct supervisor or auditor) is responsible for catching such discrepancies.""}', 'refusal': None, 'reasoning': None}}], 'system_fingerprint': 'fastcoe', 'usage': {'prompt_tokens': 63, 'completion_tokens': 125, 'total_tokens': 188, 'cost': 0.0001032, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'audio_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.0001032, 'upstream_inference_prompt_cost': 9.45e-06, 'upstream_inference_completions_cost': 9.375e-05}, 'completion_tokens_details': {'reasoning_tokens': 0, 'audio_tokens': 0}}}"
1,1,stranger,1,a stranger to them,1,fraud,1,4,"padding a departmental travel budget by $20,000 with fabricated vendor slips","Someone witnesses padding a departmental travel budget by $20,000 with fabricated vendor slips, and the person involved happens to be a stranger to them. Do people report it in that situation? Answer in JSON format as {""answer"": ""Yes"" or ""No"", ""reasoning"": ""reasoning""}",deepseek/deepseek-chat-v3.1,"{""answer"": ""Yes"", ""reasoning"": ""While reporting a stranger may feel less personally risky than reporting a colleague, ethical standards and organizational policies typically require reporting significant financial fraud. Padding a budget by $20,000 with fabricated documents constitutes a serious ethical and legal violation (fraud, misuse of funds). Most organizational codes of conduct, and often the law, mandate that such actions be reported to protect the organization's integrity and financial health. The witness has a moral and professional obligation to report the misconduct, regardless of their personal relationship with the perpetrator.""}","{'id': 'gen-1771453927-qT2cY16wO1dVCRBxXRtp', 'provider': 'Google', 'model': 'deepseek/deepseek-chat-v3.1', 'object': 'chat.completion', 'created': 1771453927, 'choices': [{'logprobs': None, 'finish_reason': 'stop', 'native_finish_reason': 'stop', 'index': 0, 'message': {'role': 'assistant', 'content': '{""answer"": ""Yes"", ""reasoning"": ""While reporting a stranger may feel less personally risky than reporting a colleague, ethical standards and organizational policies typically require reporting significant financial fraud. Padding a budget by $20,000 with fabricated documents constitutes a serious ethical and legal violation (fraud, misuse of funds). Most organizational codes of conduct, and often the law, mandate that such actions be reported to protect the organization\'s integrity and financial health. The witness has a moral and professional obligation to report the misconduct, regardless of their personal relationship with the perpetrator.""}', 'refusal': None, 'reasoning': None}}], 'usage': {'prompt_tokens': 67, 'completion_tokens': 114, 'total_tokens': 181, 'cost': 0.000234, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'audio_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.000234, 'upstream_inference_prompt_cost': 4.02e-05, 'upstream_inference_completions_cost': 0.0001938}, 'completion_tokens_details': {'reasoning_tokens': 0, 'audio_tokens': 0}}}"
1,1,stranger,1,a stranger to them,1,fraud,2,1,requesting a refund for a $15 item while keeping the item,"Someone witnesses requesting a refund for a $15 item while keeping the item, and the person involved happens to be a stranger to them. Do people report it in that situation? Answer in JSON format as {""answer"": ""Yes"" or ""No"", ""reasoning"": ""reasoning""}",deepseek/deepseek-chat-v3.1,"```json
{
  ""answer"": ""No"",
  ""reasoning"": ""Most people are unlikely to report a stranger's petty theft because it involves minimal financial loss ($15), creates personal risk/confrontation with an unknown person, requires time and effort to intervene, and doesn't directly threaten their own safety or property. The bystander effect and diffusion of responsibility further reduce reporting likelihood when no direct personal stake exists.""
}
```","{'id': 'gen-1771453927-B5DFxCwPUNern9aECu9e', 'provider': 'SiliconFlow', 'model': 'deepseek/deepseek-chat-v3.1', 'object': 'chat.completion', 'created': 1771453927, 'choices': [{'logprobs': None, 'finish_reason': 'stop', 'native_finish_reason': 'stop', 'index': 0, 'message': {'role': 'assistant', 'content': '```json\n{\n  ""answer"": ""No"",\n  ""reasoning"": ""Most people are unlikely to report a stranger\'s petty theft because it involves minimal financial loss ($15), creates personal risk/confrontation with an unknown person, requires time and effort to intervene, and doesn\'t directly threaten their own safety or property. The bystander effect and diffusion of responsibility further reduce reporting likelihood when no direct personal stake exists.""\n}\n```', 'refusal': None, 'reasoning': None}}], 'system_fingerprint': '', 'usage': {'prompt_tokens': 65, 'completion_tokens': 88, 'total_tokens': 153, 'cost': 0.00010555, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'audio_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.00010555, 'upstream_inference_prompt_cost': 1.755e-05, 'upstream_inference_completions_cost': 8.8e-05}, 'completion_tokens_details': {'reasoning_tokens': 0, 'audio_tokens': 0}}}"
1,1,stranger,1,a stranger to them,1,fraud,2,2,requesting multiple refunds totaling $150 using duplicate claims,"Someone witnesses requesting multiple refunds totaling $150 using duplicate claims, and the person involved happens to be a stranger to them. Do people report it in that situation? Answer in JSON format as {""answer"": ""Yes"" or ""No"", ""reasoning"": ""reasoning""}",deepseek/deepseek-chat-v3.1,"{""answer"": ""Yes"", ""reasoning"": ""Most people report financial fraud even when the perpetrator is a stranger because they recognize it as a crime that causes harm to a business, potentially raises prices for all customers, and is ethically wrong. The act of using duplicate claims to obtain multiple refunds is a clear case of fraud, and individuals often feel a civic or moral duty to report such dishonest behavior to the responsible company or authorities.""}","{'id': 'gen-1771453927-tIcsqrEn3VIB2jXiS5QK', 'provider': 'SambaNova', 'model': 'deepseek/deepseek-chat-v3.1', 'object': 'chat.completion', 'created': 1771453927, 'choices': [{'logprobs': None, 'finish_reason': 'stop', 'native_finish_reason': 'stop', 'index': 0, 'message': {'role': 'assistant', 'content': '{""answer"": ""Yes"", ""reasoning"": ""Most people report financial fraud even when the perpetrator is a stranger because they recognize it as a crime that causes harm to a business, potentially raises prices for all customers, and is ethically wrong. The act of using duplicate claims to obtain multiple refunds is a clear case of fraud, and individuals often feel a civic or moral duty to report such dishonest behavior to the responsible company or authorities.""}', 'refusal': None, 'reasoning': None}}], 'system_fingerprint': 'fastcoe', 'usage': {'prompt_tokens': 60, 'completion_tokens': 89, 'total_tokens': 149, 'cost': 7.575e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'audio_tokens': 0}, 'cost_details': {'upstream_inference_cost': 7.575e-05, 'upstream_inference_prompt_cost': 9e-06, 'upstream_inference_completions_cost': 6.675e-05}, 'completion_tokens_details': {'reasoning_tokens': 0, 'audio_tokens': 0}}}"
1,1,stranger,1,a stranger to them,1,fraud,2,3,"requesting fraudulent refunds worth $1,500 through coordinated ticket submissions","Someone witnesses requesting fraudulent refunds worth $1,500 through coordinated ticket submissions, and the person involved happens to be a stranger to them. Do people report it in that situation? Answer in JSON format as {""answer"": ""Yes"" or ""No"", ""reasoning"": ""reasoning""}",deepseek/deepseek-chat-v3.1,"```json
{
  ""answer"": ""Yes"",
  ""reasoning"": ""Most people would report fraudulent activity worth $1,500 because: 1) it involves significant financial loss to a business, 2) there's no personal relationship creating a conflict of interest, 3) people generally feel ethical obligation to report criminal activity, 4) many would consider the systematic nature of the fraud particularly egregious, and 5) reporting typically involves minimal personal cost or risk when the perpetrator is a stranger.""
}
```","{'id': 'gen-1771453927-4zGiJpjQoc70Zi5cvyiU', 'provider': 'SambaNova', 'model': 'deepseek/deepseek-chat-v3.1', 'object': 'chat.completion', 'created': 1771453927, 'choices': [{'logprobs': None, 'finish_reason': 'stop', 'native_finish_reason': 'stop', 'index': 0, 'message': {'role': 'assistant', 'content': '```json\n{\n  ""answer"": ""Yes"",\n  ""reasoning"": ""Most people would report fraudulent activity worth $1,500 because: 1) it involves significant financial loss to a business, 2) there\'s no personal relationship creating a conflict of interest, 3) people generally feel ethical obligation to report criminal activity, 4) many would consider the systematic nature of the fraud particularly egregious, and 5) reporting typically involves minimal personal cost or risk when the perpetrator is a stranger.""\n}\n```', 'refusal': None, 'reasoning': None}}], 'system_fingerprint': 'fastcoe', 'usage': {'prompt_tokens': 63, 'completion_tokens': 107, 'total_tokens': 170, 'cost': 8.97e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'audio_tokens': 0}, 'cost_details': {'upstream_inference_cost': 8.97e-05, 'upstream_inference_prompt_cost': 9.45e-06, 'upstream_inference_completions_cost': 8.025e-05}, 'completion_tokens_details': {'reasoning_tokens': 0, 'audio_tokens': 0}}}"
1,1,stranger,1,a stranger to them,1,fraud,2,4,"requesting large-scale fake refunds exceeding $15,000 via spoofed accounts","Someone witnesses requesting large-scale fake refunds exceeding $15,000 via spoofed accounts, and the person involved happens to be a stranger to them. Do people report it in that situation? Answer in JSON format as {""answer"": ""Yes"" or ""No"", ""reasoning"": ""reasoning""}",deepseek/deepseek-chat-v3.1,"{
  ""answer"": ""Yes"",
  ""reasoning"": ""Most people would report this activity because it involves large-scale fraud ($15,000+) which is a serious crime. Reporting helps prevent financial loss to businesses, protects potential victims, and is a civic duty. Even though the perpetrator is a stranger, the scale and criminal nature of the offense make it likely to be reported to authorities or the relevant company.""
}","{'id': 'gen-1771453927-TabL8DgBXJsHRTprxqeb', 'provider': 'DeepInfra', 'model': 'deepseek/deepseek-chat-v3.1', 'object': 'chat.completion', 'created': 1771453927, 'choices': [{'logprobs': None, 'finish_reason': 'stop', 'native_finish_reason': 'stop', 'index': 0, 'message': {'role': 'assistant', 'content': '{\n  ""answer"": ""Yes"",\n  ""reasoning"": ""Most people would report this activity because it involves large-scale fraud ($15,000+) which is a serious crime. Reporting helps prevent financial loss to businesses, protects potential victims, and is a civic duty. Even though the perpetrator is a stranger, the scale and criminal nature of the offense make it likely to be reported to authorities or the relevant company.""\n}', 'refusal': None, 'reasoning': None}}], 'usage': {'prompt_tokens': 66, 'completion_tokens': 86, 'total_tokens': 152, 'cost': 8.16400000004e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 2, 'audio_tokens': 0}, 'cost_details': {'upstream_inference_cost': 8.16400000004e-05, 'upstream_inference_prompt_cost': 1.37000000004e-05, 'upstream_inference_completions_cost': 6.794e-05}, 'completion_tokens_details': {'reasoning_tokens': 0, 'audio_tokens': 0}}}"
1,1,stranger,1,a stranger to them,1,fraud,3,1,putting a $30 personal meal on a shared company card,"Someone witnesses putting a $30 personal meal on a shared company card, and the person involved happens to be a stranger to them. Do people report it in that situation? Answer in JSON format as {""answer"": ""Yes"" or ""No"", ""reasoning"": ""reasoning""}",deepseek/deepseek-chat-v3.1,"{""answer"": ""No"", ""reasoning"": ""Most people are hesitant to report a stranger for a minor ethical violation due to the bystander effect, lack of personal stake, uncertainty about the context (e.g., could it be a one-time mistake or an approved expense?), and a desire to avoid confrontation or potential repercussions for themselves. The perceived cost of reporting (social awkwardness, time, effort) often outweighs the benefit of enforcing a small rule violation.""}","{'id': 'gen-1771453930-tIbY6uSGXlqyuARuKQu0', 'provider': 'DeepInfra', 'model': 'deepseek/deepseek-chat-v3.1', 'object': 'chat.completion', 'created': 1771453930, 'choices': [{'logprobs': None, 'finish_reason': 'stop', 'native_finish_reason': 'stop', 'index': 0, 'message': {'role': 'assistant', 'content': '{""answer"": ""No"", ""reasoning"": ""Most people are hesitant to report a stranger for a minor ethical violation due to the bystander effect, lack of personal stake, uncertainty about the context (e.g., could it be a one-time mistake or an approved expense?), and a desire to avoid confrontation or potential repercussions for themselves. The perceived cost of reporting (social awkwardness, time, effort) often outweighs the benefit of enforcing a small rule violation.""}', 'refusal': None, 'reasoning': None}}], 'usage': {'prompt_tokens': 61, 'completion_tokens': 96, 'total_tokens': 157, 'cost': 8.84900000004e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 2, 'audio_tokens': 0}, 'cost_details': {'upstream_inference_cost': 8.84900000004e-05, 'upstream_inference_prompt_cost': 1.26500000004e-05, 'upstream_inference_completions_cost': 7.584e-05}, 'completion_tokens_details': {'reasoning_tokens': 0, 'audio_tokens': 0}}}"
1,1,stranger,1,a stranger to them,1,fraud,3,2,charging $300 in personal purchases to a team card over a month,"Someone witnesses charging $300 in personal purchases to a team card over a month, and the person involved happens to be a stranger to them. Do people report it in that situation? Answer in JSON format as {""answer"": ""Yes"" or ""No"", ""reasoning"": ""reasoning""}",deepseek/deepseek-chat-v3.1,"```json
{
  ""answer"": ""Yes"",
  ""reasoning"": ""Most people have a strong ethical impulse to report misuse of funds, even if the perpetrator is a stranger, because it is a clear case of theft or fraud. The act is objectively wrong, involves stealing from a group or organization, and reporting it aligns with general social norms against dishonesty. The witness's lack of personal connection to the offender often makes the decision clearer, as there is no social conflict or loyalty at stake. The primary obligation is to the organization whose funds are being misused.""
}
```","{'id': 'gen-1771453930-SvoScZAd09JDuhph9RW0', 'provider': 'AtlasCloud', 'model': 'deepseek/deepseek-chat-v3.1', 'object': 'chat.completion', 'created': 1771453930, 'choices': [{'logprobs': None, 'finish_reason': 'stop', 'native_finish_reason': 'stop', 'index': 0, 'message': {'role': 'assistant', 'content': '```json\n{\n  ""answer"": ""Yes"",\n  ""reasoning"": ""Most people have a strong ethical impulse to report misuse of funds, even if the perpetrator is a stranger, because it is a clear case of theft or fraud. The act is objectively wrong, involves stealing from a group or organization, and reporting it aligns with general social norms against dishonesty. The witness\'s lack of personal connection to the offender often makes the decision clearer, as there is no social conflict or loyalty at stake. The primary obligation is to the organization whose funds are being misused.""\n}\n```', 'refusal': None, 'reasoning': None}}], 'usage': {'prompt_tokens': 64, 'completion_tokens': 118, 'total_tokens': 182, 'cost': 0.0001313, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'audio_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.0001313, 'upstream_inference_prompt_cost': 1.92e-05, 'upstream_inference_completions_cost': 0.0001121}, 'completion_tokens_details': {'reasoning_tokens': 0, 'audio_tokens': 0}}}"
